ID,Sex,Age,OtherCharacteristics,FoodGroups,MeanConsumption_1,P5_2,P50_3,P95_4,N_5,ConsumptionDays_6,MeanConsumptionOnConsumptionDays_7,P5consdays_8,P50consdays_9,P95consdays_10,Nconsdays_11
329,T001038,10000,B000186,BGLD050101,,,,,,,,,,,
330,T001038,10000,B000186,BGLD050102,,,,,,,,,,,
331,T001038,10000,B000186,BGLD050299,,,,,,,,,,,
332,T001038,10000,B000186,BGLD050399,,,,,,,,,,,
333,T001038,10000,B000186,BGLD050499,,,,,,,,,,,
334,T001038,10000,B000186,BGLD050599,,,,,,,,,,,
335,T001038,10000,B000186,BGLD050699,,,,,,,,,,,
336,T001038,10000,B000186,BGLD050799,,,,,,,,,,,
337,T001038,10000,B000186,BGLD050700,,,,,,,,,,,
338,T001038,10000,B000186,BGLD050701,,,,,,,,,,,
339,T001038,10000,B000186,BGLD050702,,,,,,,,,,,
340,T001038,10000,B000186,BGLD050899,,,,,,,,,,,
341,T001038,10000,B000186,BGLD050800,,,,,,,,,,,
342,T001038,10000,B000186,BGLD050801,,,,,,,,,,,
343,T001038,10000,B000186,BGLD050802,,,,,,,,,,,
344,T001038,10000,B000186,BGLD050803,,,,,,,,,,,
345,T001038,10000,B000186,BGLD069999,,,,,,,,,,,
346,T001038,10000,B000186,BGLD060199,,,,,,,,,,,
347,T001038,10000,B000186,BGLD060299,,,,,,,,,,,
348,T001038,10000,B000186,BGLD060399,,,,,,,,,,,
349,T001038,10000,B000186,BGLD060301,,,,,,,,,,,
350,T001038,10000,B000186,BGLD060302,,,,,,,,,,,
351,T001038,10000,B000186,BGLD060499,,,,,,,,,,,
352,T001038,10000,B000186,BGLD060599,,,,,,,,,,,
353,T001038,10000,B000186,BGLD079999,,,,,,,,,,,
354,T001038,10000,B000186,BGLD070099,,,,,,,,,,,
355,T001038,10000,B000186,BGLD070199,,,,,,,,,,,
356,T001038,10000,B000186,BGLD070100,,,,,,,,,,,
357,T001038,10000,B000186,BGLD070101,,,,,,,,,,,
358,T001038,10000,B000186,BGLD070102,,,,,,,,,,,
359,T001038,10000,B000186,BGLD070103,,,,,,,,,,,
360,T001038,10000,B000186,BGLD070104,,,,,,,,,,,
361,T001038,10000,B000186,BGLD070105,,,,,,,,,,,
362,T001038,10000,B000186,BGLD070107,,,,,,,,,,,
363,T001038,10000,B000186,BGLD070299,,,,,,,,,,,
364,T001038,10000,B000186,BGLD070200,,,,,,,,,,,
365,T001038,10000,B000186,BGLD070201,,,,,,,,,,,
366,T001038,10000,B000186,BGLD070202,,,,,,,,,,,
367,T001038,10000,B000186,BGLD070203,,,,,,,,,,,
368,T001038,10000,B000186,BGLD070399,,,,,,,,,,,
369,T001038,10000,B000186,BGLD070499,,,,,,,,,,,
370,T001038,10000,B000186,BGLD070401,,,,,,,,,,,
371,T001038,10000,B000186,BGLD070402,,,,,,,,,,,
372,T001038,10000,B000186,BGLD070599,,,,,,,,,,,
373,T001038,10000,B000186,BGLD070699,,,,,,,,,,,
374,T001038,10000,B000186,BGLD070601,,,,,,,,,,,
375,T001038,10000,B000186,BGLD070602,,,,,,,,,,,
376,T001038,10000,B000186,BGLD089999,,,,,,,,,,,
377,T001038,10000,B000186,BGLD080099,,,,,,,,,,,
378,T001038,10000,B000186,BGLD080199,,,,,,,,,,,
379,T001038,10000,B000186,BGLD080299,,,,,,,,,,,
380,T001038,10000,B000186,BGLD080399,,,,,,,,,,,
381,T001038,10000,B000186,BGLD080499,,,,,,,,,,,
382,T001038,10000,B000186,BGLD099999,,,,,,,,,,,
383,T001038,10000,B000186,BGLD090199,,,,,,,,,,,
384,T001038,10000,B000186,BGLD109999,,,,,,,,,,,
385,T001038,10000,B000186,BGLD100099,,,,,,,,,,,
386,T001038,10000,B000186,BGLD100199,,,,,,,,,,,
387,T001038,10000,B000186,BGLD100299,,,,,,,,,,,
388,T001038,10000,B000186,BGLD100399,,,,,,,,,,,
389,T001038,10000,B000186,BGLD100499,,,,,,,,,,,
390,T001038,10000,B000186,BGLD119999,,,,,,,,,,,
391,T001038,10000,B000186,BGLD110099,,,,,,,,,,,
392,T001038,10000,B000186,BGLD110199,,,,,,,,,,,
393,T001038,10000,B000186,BGLD110100,,,,,,,,,,,
394,T001038,10000,B000186,BGLD110101,,,,,,,,,,,
395,T001038,10000,B000186,BGLD110102,,,,,,,,,,,
396,T001038,10000,B000186,BGLD110103,,,,,,,,,,,
397,T001038,10000,B000186,BGLD110104,,,,,,,,,,,
398,T001038,10000,B000186,BGLD110105,,,,,,,,,,,
399,T001038,10000,B000186,BGLD110106,,,,,,,,,,,
400,T001038,10000,B000186,BGLD110299,,,,,,,,,,,
401,T001038,10000,B000186,BGLD110200,,,,,,,,,,,
402,T001038,10000,B000186,BGLD110201,,,,,,,,,,,
403,T001038,10000,B000186,BGLD110202,,,,,,,,,,,
404,T001038,10000,B000186,BGLD110203,,,,,,,,,,,
405,T001038,10000,B000186,BGLD110204,,,,,,,,,,,
406,T001038,10000,B000186,BGLD110399,,,,,,,,,,,
407,T001038,10000,B000186,BGLD129999,,,,,,,,,,,
408,T001038,10000,B000186,BGLD120199,,,,,,,,,,,
409,T001038,10000,B000186,BGLD120299,,,,,,,,,,,
410,T001038,10000,B000186,BGLD139999,,,,,,,,,,,
411,T001038,10000,B000186,BGLD130099,,,,,,,,,,,
412,T001038,10000,B000186,BGLD130199,,,,,,,,,,,
413,T001038,10000,B000186,BGLD130299,,,,,,,,,,,
414,T001038,10000,B000186,BGLD130399,,,,,,,,,,,
415,T001038,10000,B000186,BGLD130300,,,,,,,,,,,
416,T001038,10000,B000186,BGLD130301,,,,,,,,,,,
417,T001038,10000,B000186,BGLD130302,,,,,,,,,,,
418,T001038,10000,B000186,BGLD130303,,,,,,,,,,,
419,T001038,10000,B000186,BGLD130304,,,,,,,,,,,
420,T001038,10000,B000186,BGLD130499,,,,,,,,,,,
421,T001038,10000,B000186,BGLD149999,,,,,,,,,,,
422,T001038,10000,B000186,BGLD140099,,,,,,,,,,,
423,T001038,10000,B000186,BGLD140199,,,,,,,,,,,
424,T001038,10000,B000186,BGLD140299,,,,,,,,,,,
425,T001038,10000,B000186,BGLD140399,,,,,,,,,,,
426,T001038,10000,B000186,BGLD140499,,,,,,,,,,,
427,T001038,10000,B000186,BGLD140599,,,,,,,,,,,
428,T001038,10000,B000186,BGLD140699,,,,,,,,,,,
429,T001038,10000,B000186,BGLD159999,,,,,,,,,,,
430,T001038,10000,B000186,BGLD150099,,,,,,,,,,,
431,T001038,10000,B000186,BGLD150199,,,,,,,,,,,
432,T001038,10000,B000186,BGLD150100,,,,,,,,,,,
433,T001038,10000,B000186,BGLD150101,,,,,,,,,,,
434,T001038,10000,B000186,BGLD150102,,,,,,,,,,,
435,T001038,10000,B000186,BGLD150103,,,,,,,,,,,
436,T001038,10000,B000186,BGLD150399,,,,,,,,,,,
437,T001038,10000,B000186,BGLD150499,,,,,,,,,,,
438,T001038,10000,B000186,BGLD150400,,,,,,,,,,,
439,T001038,10000,B000186,BGLD150401,,,,,,,,,,,
440,T001038,10000,B000186,BGLD169999,,,,,,,,,,,
441,T001038,10000,B000186,BGLD160199,,,,,,,,,,,
442,T001038,10000,B000186,BGLD160299,,,,,,,,,,,
443,T001038,10000,B000186,BGLD179999,,,,,,,,,,,
444,T001038,10000,B000186,BGLD170199,,,,,,,,,,,
445,T001038,10000,B000186,BGLD170299,,,,,,,,,,,
446,T001038,10000,B000186,BGLD170201,,,,,,,,,,,
447,T001038,10000,B000186,BGLD170202,,,,,,,,,,,
448,T001038,10000,B000186,BGLD170399,,,,,,,,,,,
449,T001038,10000,B000186,BGLD189999,,,,,,,,,,,
450,T001038,10000,B000186,BGLD180099,,,,,,,,,,,
451,T001038,10000,B000186,BGLD180199,,,,,,,,,,,
452,T001038,10000,B000186,BGLD180299,,,,,,,,,,,
453,T001038,10000,B000187,BGLD019999,,,,,,,,,,,
454,T001038,10000,B000187,BGLD010099,,,,,,,,,,,
455,T001038,10000,B000187,BGLD010199,,,,,,,,,,,
456,T001038,10000,B000187,BGLD029999,,,,,,,,,,,
457,T001038,10000,B000187,BGLD020099,,,,,,,,,,,
458,T001038,10000,B000187,BGLD020199,,,,,,,,,,,
459,T001038,10000,B000187,BGLD020299,,,,,,,,,,,
460,T001038,10000,B000187,BGLD020399,,,,,,,,,,,
461,T001038,10000,B000187,BGLD020499,,,,,,,,,,,
462,T001038,10000,B000187,BGLD020599,,,,,,,,,,,
463,T001038,10000,B000187,BGLD020699,,,,,,,,,,,
464,T001038,10000,B000187,BGLD020799,,,,,,,,,,,
465,T001038,10000,B000187,BGLD020899,,,,,,,,,,,
466,T001038,10000,B000187,BGLD039999,,,,,,,,,,,
467,T001038,10000,B000187,BGLD030199,,,,,,,,,,,
468,T001038,10000,B000187,BGLD049999,,,,,,,,,,,
469,T001038,10000,B000187,BGLD040099,,,,,,,,,,,
470,T001038,10000,B000187,BGLD040199,,,,,,,,,,,
471,T001038,10000,B000187,BGLD040101,,,,,,,,,,,
472,T001038,10000,B000187,BGLD040102,,,,,,,,,,,
473,T001038,10000,B000187,BGLD040299,,,,,,,,,,,
474,T001038,10000,B000187,BGLD040201,,,,,,,,,,,
475,T001038,10000,B000187,BGLD040202,,,,,,,,,,,
476,T001038,10000,B000187,BGLD040399,,,,,,,,,,,
477,T001038,10000,B000187,BGLD059999,,,,,,,,,,,
478,T001038,10000,B000187,BGLD050099,,,,,,,,,,,
479,T001038,10000,B000187,BGLD050199,,,,,,,,,,,
480,T001038,10000,B000187,BGLD050101,,,,,,,,,,,
481,T001038,10000,B000187,BGLD050102,,,,,,,,,,,
482,T001038,10000,B000187,BGLD050299,,,,,,,,,,,
483,T001038,10000,B000187,BGLD050399,,,,,,,,,,,
484,T001038,10000,B000187,BGLD050499,,,,,,,,,,,
485,T001038,10000,B000187,BGLD050599,,,,,,,,,,,
486,T001038,10000,B000187,BGLD050699,,,,,,,,,,,
487,T001038,10000,B000187,BGLD050799,,,,,,,,,,,
488,T001038,10000,B000187,BGLD050700,,,,,,,,,,,
489,T001038,10000,B000187,BGLD050701,,,,,,,,,,,
490,T001038,10000,B000187,BGLD050702,,,,,,,,,,,
491,T001038,10000,B000187,BGLD050899,,,,,,,,,,,
492,T001038,10000,B000187,BGLD050800,,,,,,,,,,,
493,T001038,10000,B000187,BGLD050801,,,,,,,,,,,
494,T001038,10000,B000187,BGLD050802,,,,,,,,,,,
495,T001038,10000,B000187,BGLD050803,,,,,,,,,,,
496,T001038,10000,B000187,BGLD069999,,,,,,,,,,,
497,T001038,10000,B000187,BGLD060199,,,,,,,,,,,
498,T001038,10000,B000187,BGLD060299,,,,,,,,,,,
499,T001038,10000,B000187,BGLD060399,,,,,,,,,,,
500,T001038,10000,B000187,BGLD060301,,,,,,,,,,,
501,T001038,10000,B000187,BGLD060302,,,,,,,,,,,
502,T001038,10000,B000187,BGLD060499,,,,,,,,,,,
503,T001038,10000,B000187,BGLD060599,,,,,,,,,,,
504,T001038,10000,B000187,BGLD079999,,,,,,,,,,,
505,T001038,10000,B000187,BGLD070099,,,,,,,,,,,
506,T001038,10000,B000187,BGLD070199,,,,,,,,,,,
507,T001038,10000,B000187,BGLD070100,,,,,,,,,,,
508,T001038,10000,B000187,BGLD070101,,,,,,,,,,,
509,T001038,10000,B000187,BGLD070102,,,,,,,,,,,
510,T001038,10000,B000187,BGLD070103,,,,,,,,,,,
511,T001038,10000,B000187,BGLD070104,,,,,,,,,,,
512,T001038,10000,B000187,BGLD070105,,,,,,,,,,,
513,T001038,10000,B000187,BGLD070107,,,,,,,,,,,
514,T001038,10000,B000187,BGLD070299,,,,,,,,,,,
515,T001038,10000,B000187,BGLD070200,,,,,,,,,,,
516,T001038,10000,B000187,BGLD070201,,,,,,,,,,,
517,T001038,10000,B000187,BGLD070202,,,,,,,,,,,
518,T001038,10000,B000187,BGLD070203,,,,,,,,,,,
519,T001038,10000,B000187,BGLD070399,,,,,,,,,,,
520,T001038,10000,B000187,BGLD070499,,,,,,,,,,,
521,T001038,10000,B000187,BGLD070401,,,,,,,,,,,
522,T001038,10000,B000187,BGLD070402,,,,,,,,,,,
523,T001038,10000,B000187,BGLD070599,,,,,,,,,,,
524,T001038,10000,B000187,BGLD070699,,,,,,,,,,,
525,T001038,10000,B000187,BGLD070601,,,,,,,,,,,
526,T001038,10000,B000187,BGLD070602,,,,,,,,,,,
527,T001038,10000,B000187,BGLD089999,,,,,,,,,,,
528,T001038,10000,B000187,BGLD080099,,,,,,,,,,,
529,T001038,10000,B000187,BGLD080199,,,,,,,,,,,
530,T001038,10000,B000187,BGLD080299,,,,,,,,,,,
531,T001038,10000,B000187,BGLD080399,,,,,,,,,,,
532,T001038,10000,B000187,BGLD080499,,,,,,,,,,,
533,T001038,10000,B000187,BGLD099999,,,,,,,,,,,
534,T001038,10000,B000187,BGLD090199,,,,,,,,,,,
535,T001038,10000,B000187,BGLD109999,,,,,,,,,,,
536,T001038,10000,B000187,BGLD100099,,,,,,,,,,,
537,T001038,10000,B000187,BGLD100199,,,,,,,,,,,
538,T001038,10000,B000187,BGLD100299,,,,,,,,,,,
539,T001038,10000,B000187,BGLD100399,,,,,,,,,,,
540,T001038,10000,B000187,BGLD100499,,,,,,,,,,,
541,T001038,10000,B000187,BGLD119999,,,,,,,,,,,
542,T001038,10000,B000187,BGLD110099,,,,,,,,,,,
543,T001038,10000,B000187,BGLD110199,,,,,,,,,,,
544,T001038,10000,B000187,BGLD110100,,,,,,,,,,,
545,T001038,10000,B000187,BGLD110101,,,,,,,,,,,
546,T001038,10000,B000187,BGLD110102,,,,,,,,,,,
547,T001038,10000,B000187,BGLD110103,,,,,,,,,,,
548,T001038,10000,B000187,BGLD110104,,,,,,,,,,,
549,T001038,10000,B000187,BGLD110105,,,,,,,,,,,
550,T001038,10000,B000187,BGLD110106,,,,,,,,,,,
551,T001038,10000,B000187,BGLD110299,,,,,,,,,,,
552,T001038,10000,B000187,BGLD110200,,,,,,,,,,,
553,T001038,10000,B000187,BGLD110201,,,,,,,,,,,
554,T001038,10000,B000187,BGLD110202,,,,,,,,,,,
555,T001038,10000,B000187,BGLD110203,,,,,,,,,,,
556,T001038,10000,B000187,BGLD110204,,,,,,,,,,,
557,T001038,10000,B000187,BGLD110399,,,,,,,,,,,
558,T001038,10000,B000187,BGLD129999,,,,,,,,,,,
559,T001038,10000,B000187,BGLD120199,,,,,,,,,,,
560,T001038,10000,B000187,BGLD120299,,,,,,,,,,,
561,T001038,10000,B000187,BGLD139999,,,,,,,,,,,
562,T001038,10000,B000187,BGLD130099,,,,,,,,,,,
563,T001038,10000,B000187,BGLD130199,,,,,,,,,,,
564,T001038,10000,B000187,BGLD130299,,,,,,,,,,,
565,T001038,10000,B000187,BGLD130399,,,,,,,,,,,
566,T001038,10000,B000187,BGLD130300,,,,,,,,,,,
567,T001038,10000,B000187,BGLD130301,,,,,,,,,,,
568,T001038,10000,B000187,BGLD130302,,,,,,,,,,,
569,T001038,10000,B000187,BGLD130303,,,,,,,,,,,
570,T001038,10000,B000187,BGLD130304,,,,,,,,,,,
571,T001038,10000,B000187,BGLD130499,,,,,,,,,,,
572,T001038,10000,B000187,BGLD149999,,,,,,,,,,,
573,T001038,10000,B000187,BGLD140099,,,,,,,,,,,
574,T001038,10000,B000187,BGLD140199,,,,,,,,,,,
575,T001038,10000,B000187,BGLD140299,,,,,,,,,,,
576,T001038,10000,B000187,BGLD140399,,,,,,,,,,,
577,T001038,10000,B000187,BGLD140499,,,,,,,,,,,
578,T001038,10000,B000187,BGLD140599,,,,,,,,,,,
579,T001038,10000,B000187,BGLD140699,,,,,,,,,,,
580,T001038,10000,B000187,BGLD159999,,,,,,,,,,,
581,T001038,10000,B000187,BGLD150099,,,,,,,,,,,
582,T001038,10000,B000187,BGLD150199,,,,,,,,,,,
583,T001038,10000,B000187,BGLD150100,,,,,,,,,,,
584,T001038,10000,B000187,BGLD150101,,,,,,,,,,,
585,T001038,10000,B000187,BGLD150102,,,,,,,,,,,
586,T001038,10000,B000187,BGLD150103,,,,,,,,,,,
587,T001038,10000,B000187,BGLD150399,,,,,,,,,,,
588,T001038,10000,B000187,BGLD150499,,,,,,,,,,,
589,T001038,10000,B000187,BGLD150400,,,,,,,,,,,
590,T001038,10000,B000187,BGLD150401,,,,,,,,,,,
591,T001038,10000,B000187,BGLD169999,,,,,,,,,,,
592,T001038,10000,B000187,BGLD160199,,,,,,,,,,,
593,T001038,10000,B000187,BGLD160299,,,,,,,,,,,
594,T001038,10000,B000187,BGLD179999,,,,,,,,,,,
595,T001038,10000,B000187,BGLD170199,,,,,,,,,,,
596,T001038,10000,B000187,BGLD170299,,,,,,,,,,,
597,T001038,10000,B000187,BGLD170201,,,,,,,,,,,
598,T001038,10000,B000187,BGLD170202,,,,,,,,,,,
599,T001038,10000,B000187,BGLD170399,,,,,,,,,,,
600,T001038,10000,B000187,BGLD189999,,,,,,,,,,,
601,T001038,10000,B000187,BGLD180099,,,,,,,,,,,
602,T001038,10000,B000187,BGLD180199,,,,,,,,,,,
603,T001038,10000,B000187,BGLD180299,,,,,,,,,,,
604,T001038,10000,LD03   ,BGLD019999,66.1,0,56.1,207.7,1931,45.6,145.9,35.3,140,300,1838
605,T001038,10000,LD03   ,BGLD010099,0.7,0,0,0,1931,0.4,181.6,20,148,480,23
606,T001038,10000,LD03   ,BGLD010199,65.4,0,54.4,207,1931,45.2,145.5,35.2,140,297.2,1820
607,T001038,10000,LD03   ,BGLD029999,133.7,17.6,118,312.8,1931,87.7,152.2,23,130,375,3305
608,T001038,10000,LD03   ,BGLD020099,11.2,0,0,80,1931,13,87.2,15.1,67.6,200,452
609,T001038,10000,LD03   ,BGLD020199,20.3,0,0,94.5,1931,27.6,73.8,5.7,55.3,200,933
610,T001038,10000,LD03   ,BGLD020299,51.9,0,30.7,177.9,1931,53.6,96,7,73.7,273.1,1970
611,T001038,10000,LD03   ,BGLD020399,12.1,0,0,81,1931,18.3,66.4,3.3,29.9,228,645
612,T001038,10000,LD03   ,BGLD020499,18.4,0,0,103.4,1931,18,102.9,3.7,92.9,240,709
613,T001038,10000,LD03   ,BGLD020599,2.8,0,0,18.1,1931,10.1,28.6,2.4,18,105.8,324
614,T001038,10000,LD03   ,BGLD020699,2.6,0,0,15.1,1931,4.7,53.3,1.6,35.4,173.3,205
615,T001038,10000,LD03   ,BGLD020799,11.7,0,3.8,46.1,1931,37.5,30.9,2.6,19.7,100,1305
616,T001038,10000,LD03   ,BGLD020899,2.7,0,0,13.7,1931,7.2,37.4,0.8,9.6,176.4,218
617,T001038,10000,LD03   ,BGLD039999,5,0,0,40.4,1931,4.6,114.5,17.4,96.5,291.7,175
618,T001038,10000,LD03   ,BGLD030199,5,0,0,40.4,1931,4.6,114.5,17.4,96.5,291.7,175
619,T001038,10000,LD03   ,BGLD049999,130.9,0,100.8,355,1931,70.4,185.5,19.7,157.7,447.9,2851
620,T001038,10000,LD03   ,BGLD040099,0.4,0,0,0,1931,0.6,61.4,25,50,250,19
621,T001038,10000,LD03   ,BGLD040199,119.9,0,88,342.7,1931,60.6,197.5,34.5,162.5,447.9,2562
622,T001038,10000,LD03   ,BGLD040101,114,0,82.5,335.4,1931,58.8,193.9,34.5,162,438.7,2462
623,T001038,10000,LD03   ,BGLD040102,5.9,0,0,50,1931,4.7,122.7,25.9,100,300,312
624,T001038,10000,LD03   ,BGLD040299,9.9,0,0,50,1931,25.5,38.6,4.9,30,109.1,927
625,T001038,10000,LD03   ,BGLD040201,5.5,0,0,35,1931,14,39.1,3.2,30,100,402
626,T001038,10000,LD03   ,BGLD040202,4.4,0,0,26,1931,13.5,32.2,7.5,29,81.4,588
627,T001038,10000,LD03   ,BGLD040399,0.7,0,0,3.8,1931,3.4,21.5,3,13.2,60,102
628,T001038,10000,LD03   ,BGLD059999,371,36.5,328.7,848.7,1931,94.8,391.5,39,336.7,920.5,3694
629,T001038,10000,LD03   ,BGLD050099,1.6,0,0,0,1931,0.9,172.7,49.4,175.1,270,48
630,T001038,10000,LD03   ,BGLD050199,216.9,0,161.2,635,1931,62,348.6,68,281.5,803.4,2629
631,T001038,10000,LD03   ,BGLD050101,166.5,0,100,568.8,1931,51,325.2,33.5,274.7,781.1,2195
632,T001038,10000,LD03   ,BGLD050102,50.5,0,0,276,1931,17.8,283.6,100,251.3,563.1,772
633,T001038,10000,LD03   ,BGLD050299,10.1,0,0,0,1931,3.6,285.8,74.2,211,817.9,137
634,T001038,10000,LD03   ,BGLD050399,55,0,0,243,1931,26.3,210.9,64.8,201.6,432,963
635,T001038,10000,LD03   ,BGLD050499,12.2,0,0,96.1,1931,7.7,158.4,25,125,500,324
636,T001038,10000,LD03   ,BGLD050599,33.4,0,26,93,1931,66.7,50.2,10.1,38.9,124,2410
637,T001038,10000,LD03   ,BGLD050699,25.6,0,0,151.1,1931,14.1,182,47.3,185.4,360.5,633
638,T001038,10000,LD03   ,BGLD050799,6,0,0,32,1931,22.8,26.8,3,19.8,71.3,654
639,T001038,10000,LD03   ,BGLD050700,3.2,0,0,24,1931,14.2,23,2.5,16,60,340
640,T001038,10000,LD03   ,BGLD050701,2.2,0,0,15.6,1931,9.1,24.1,3,18.6,61.9,323
641,T001038,10000,LD03   ,BGLD050702,0.6,0,0,0,1931,0.9,73.5,12,48,200,31
642,T001038,10000,LD03   ,BGLD050899,10.2,0,0,64.5,1931,11.9,86.7,32,75,168.3,539
643,T001038,10000,LD03   ,BGLD050800,0.2,0,0,0,1931,0.3,61.5,40,65,125,16
644,T001038,10000,LD03   ,BGLD050801,8,0,0,60,1931,9,90.3,32,76,169,349
645,T001038,10000,LD03   ,BGLD050802,0.1,0,0,0,1931,0.1,83.4,80,80,100,2
646,T001038,10000,LD03   ,BGLD050803,1.9,0,0,12.6,1931,2.8,67.1,32,55,128,193
647,T001038,10000,LD03   ,BGLD069999,200.5,65.7,185,380.6,1931,98.3,204.4,54,177.5,438.5,3828
648,T001038,10000,LD03   ,BGLD060199,2.2,0,0,15.8,1931,8.7,24.9,1.2,10,94.9,386
649,T001038,10000,LD03   ,BGLD060299,51.7,0,24.2,183.2,1931,36.9,139.4,18.1,117,315,1335
650,T001038,10000,LD03   ,BGLD060399,131.2,35,122.5,262.5,1931,94.6,139.2,35,130,280,3718
651,T001038,10000,LD03   ,BGLD060301,125.7,25,115,262.5,1931,91.2,138.4,42,125,280,3614
652,T001038,10000,LD03   ,BGLD060302,5.5,0,0,26.5,1931,23.7,23.1,7,20,54,951
653,T001038,10000,LD03   ,BGLD060499,8.5,0,0,45,1931,20.8,41,9.8,39.4,90,811
654,T001038,10000,LD03   ,BGLD060599,7,0,0,66,1931,5.5,128.4,18.9,124.2,280.4,209
655,T001038,10000,LD03   ,BGLD079999,92.9,6.6,83.4,205.5,1931,88.2,105.6,16,88.4,255,3410
656,T001038,10000,LD03   ,BGLD070099,1.8,0,0,0,1931,1.5,108.8,30,93.3,210,61
657,T001038,10000,LD03   ,BGLD070199,28.2,0,9,102.8,1931,33.8,83.7,11.5,70.3,192,1224
658,T001038,10000,LD03   ,BGLD070100,3.8,0,0,31.4,1931,6.8,56.7,14.2,48,150,230
659,T001038,10000,LD03   ,BGLD070101,13,0,0,78.8,1931,15.2,85.3,18,72,189.9,561
660,T001038,10000,LD03   ,BGLD070102,0.1,0,0,0,1931,0.3,45.2,11.2,33.6,79.7,11
661,T001038,10000,LD03   ,BGLD070103,10.8,0,0,71.5,1931,12.7,86,8.5,78.8,184.5,448
662,T001038,10000,LD03   ,BGLD070104,0.3,0,0,0,1931,0.6,61,26.2,52.3,113.7,20
663,T001038,10000,LD03   ,BGLD070105,0.1,0,0,0,1931,0.1,116.9,100,100,172,2
664,T001038,10000,LD03   ,BGLD070107,0,0,0,0,1931,0,0,0,0,0,0
665,T001038,10000,LD03   ,BGLD070299,16.7,0,0,74,1931,20.2,84.1,15.9,73.9,200,741
666,T001038,10000,LD03   ,BGLD070200,0,0,0,0,1931,0,48,48,48,48,1
667,T001038,10000,LD03   ,BGLD070201,15.8,0,0,72.1,1931,19.7,82.1,15.9,72.8,187.5,721
668,T001038,10000,LD03   ,BGLD070202,0.4,0,0,0,1931,0.4,90.4,21,90,277,14
669,T001038,10000,LD03   ,BGLD070203,0.4,0,0,0,1931,0.2,174.1,75,176,277,8
670,T001038,10000,LD03   ,BGLD070399,0,0,0,0,1931,0.1,28,28,28,28,1
671,T001038,10000,LD03   ,BGLD070499,44.2,0,34.5,132.5,1931,67.4,65.6,9.2,44,184,2613
672,T001038,10000,LD03   ,BGLD070401,22.9,0,0,94.5,1931,27.7,83,6.9,75,187.5,1138
673,T001038,10000,LD03   ,BGLD070402,21.3,0,14.2,66,1931,54.3,39,8,30.6,101,2075
674,T001038,10000,LD03   ,BGLD070599,0.2,0,0,0,1931,0.4,69.7,8,34.2,150,15
675,T001038,10000,LD03   ,BGLD070699,1.8,0,0,0,1931,2.4,71.8,9.7,75,166.3,96
676,T001038,10000,LD03   ,BGLD070601,1.7,0,0,0,1931,1.9,83.2,18.3,80.8,169.2,80
677,T001038,10000,LD03   ,BGLD070602,0.1,0,0,0,1931,0.4,17.3,9.7,18.7,30.6,20
678,T001038,10000,LD03   ,BGLD089999,17.3,0,0,100.5,1931,15.2,114,12.6,100,280,495
679,T001038,10000,LD03   ,BGLD080099,0,0,0,0,1931,0,84.4,84.4,84.4,84.4,1
680,T001038,10000,LD03   ,BGLD080199,11.6,0,0,78,1931,11.6,101,11.3,77,280,341
681,T001038,10000,LD03   ,BGLD080299,1.6,0,0,0,1931,2.3,72.5,3.8,60,195.4,74
682,T001038,10000,LD03   ,BGLD080399,4.1,0,0,28.1,1931,3,133.2,17,117,290,127
683,T001038,10000,LD03   ,BGLD080499,0,0,0,0,1931,0,0,0,0,0,0
684,T001038,10000,LD03   ,BGLD099999,13.3,0,0,52.3,1931,25,52.9,6.3,50,135,941
685,T001038,10000,LD03   ,BGLD090199,13.3,0,0,52.3,1931,25,52.9,6.3,50,135,941
686,T001038,10000,LD03   ,BGLD109999,21,2.9,17.7,49.2,1931,93.4,22.6,2.5,18.3,55.9,3602
687,T001038,10000,LD03   ,BGLD100099,1.4,0,0,8.2,1931,16.6,8.6,0.8,5.8,23.5,557
688,T001038,10000,LD03   ,BGLD100199,3.8,0,1.4,14.3,1931,38.6,9.8,0.9,7,27.6,1467
689,T001038,10000,LD03   ,BGLD100299,2.3,0,0,13.3,1931,16.3,14.2,1.6,9.3,42,604
690,T001038,10000,LD03   ,BGLD100399,13.4,0,9.9,41,1931,70.9,19,1.9,15.2,47.8,2782
691,T001038,10000,LD03   ,BGLD100499,0.1,0,0,0,1931,0.7,12.2,1.5,15.6,24,25
692,T001038,10000,LD03   ,BGLD119999,28.5,0,19.5,84.5,1931,74.2,38.5,3.6,27.3,108.7,3002
693,T001038,10000,LD03   ,BGLD110099,0.3,0,0,0,1931,0.9,25.4,10,20,80,44
694,T001038,10000,LD03   ,BGLD110199,10.6,0,3.1,46.9,1931,45.2,23.4,2.5,16,65.9,1677
695,T001038,10000,LD03   ,BGLD110100,0,0,0,0,1931,0,87.7,13.4,150,150,3
696,T001038,10000,LD03   ,BGLD110101,4.2,0,0,24,1931,26,16.2,1.8,10,50.4,884
697,T001038,10000,LD03   ,BGLD110102,3.7,0,0,24.6,1931,12.1,30.3,5.4,28.7,64.5,456
698,T001038,10000,LD03   ,BGLD110103,0.9,0,0,6.4,1931,6.6,13,1.9,9.8,34.1,240
699,T001038,10000,LD03   ,BGLD110104,1.2,0,0,7.6,1931,7.8,14.6,2.9,9.2,37.4,364
700,T001038,10000,LD03   ,BGLD110105,0.2,0,0,0,1931,0.9,22.8,1.5,14,93.8,30
