"TIME","GEO","UNIT","COICOP","Value","Flag and Footnotes"
"2013","Latvia","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","126.8",""
"2013","Lithuania","Current prices, million euro","Total","21 818.8",""
"2013","Lithuania","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","368.5",""
"2013","Luxembourg","Current prices, million euro","Total","16 979.9",""
"2013","Luxembourg","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","248.4",""
"2013","Hungary","Current prices, million euro","Total","54 293.5",""
"2013","Hungary","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","547.6",""
"2013","Malta","Current prices, million euro","Total","4 939.7",""
"2013","Malta","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","133.2",""
"2013","Netherlands","Current prices, million euro","Total","292 294.0",""
"2013","Netherlands","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","5 763.0",""
"2013","Austria","Current prices, million euro","Total","174 241.0",""
"2013","Austria","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","4 915.6",""
"2013","Poland","Current prices, million euro","Total","239 085.1",""
"2013","Poland","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","2 940.3",""
"2013","Portugal","Current prices, million euro","Total","114 311.1",""
"2013","Portugal","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","1 497.7",""
"2013","Romania","Current prices, million euro","Total","86 980.0",""
"2013","Romania","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","472.6",""
"2013","Slovenia","Current prices, million euro","Total","21 383.2",""
"2013","Slovenia","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","321.3",""
"2013","Slovakia","Current prices, million euro","Total","40 801.4",""
"2013","Slovakia","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","663.7",""
"2013","Finland","Current prices, million euro","Total","105 701.0",""
"2013","Finland","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","1 808.0",""
"2013","Sweden","Current prices, million euro","Total","199 619.8",""
"2013","Sweden","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","3 986.1",""
"2013","United Kingdom","Current prices, million euro","Total","1 300 010.6",""
"2013","United Kingdom","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","17 303.3",""
